,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,trending,conda_dependent_project_count,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-11-01 19:03:15.000000,2022-11-01 00:14:51,1117.0,25.0,337.0,23.0,313.0,42.0,199.0,347.0,2022-06-09 11:01:21.000,15.0.1,,25571.0,31.0,345.0,301.0,109.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,44.0,24877.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,29875.0,1.0,,,,,,,,,,,,,,,,,,,,,,
39,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,29,True,jupyterthemes,dunovank/jupyter-themes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,636.0,,1039.0,158.0,78.0,205.0,200.0,9326.0,2018-11-22 17:02:16.000,0.20.0,,38698.0,116.0,99.0,,43.0,https://pypi.org/project/jupyterthemes,2018-11-22 17:02:16.000,99.0,38698.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
40,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,29,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-10-09 15:08:43.768000,2022-10-07 04:54:11,5355.0,39.0,535.0,108.0,1326.0,95.0,481.0,4980.0,2022-10-08 20:00:35.346,1.7.1,,10941.0,89.0,15.0,6.0,72.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,3256.0,https://anaconda.org/conda-forge/perspective,2022-10-09 15:08:43.768,188321.0,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-10-07 04:54:41.692,,1192.0,,,,,,,,,,,,
41,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2022-11-03 14:17:57.000000,2022-11-03 14:02:18,760.0,9.0,393.0,84.0,197.0,144.0,286.0,3411.0,2020-10-29 01:31:20.000,5.7.1,,10354.0,30.0,2208.0,2041.0,42.0,https://pypi.org/project/RISE,2022-03-28 15:29:03.000,167.0,6254.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,232816.0,2.0,,,,,,rise-reveal,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,,16.0,,,,,,,,,,,,
42,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,29,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,1689.0,,385.0,125.0,3797.0,348.0,4175.0,2695.0,2022-06-15 11:25:51.000,2.3.13,31.0,17549.0,54.0,23.0,,81.0,https://pypi.org/project/beakerx,2022-06-15 11:25:51.000,22.0,6067.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,550130.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248892.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776,1.0,283.0,,1.0,,,,,,,,,,
43,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,29,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2022-10-27 16:07:40.000000,2022-07-05 16:29:00,1965.0,,136.0,44.0,348.0,67.0,222.0,2319.0,2021-10-26 00:11:36.407,1.0.1,,295489.0,27.0,226.0,85.0,40.0,https://pypi.org/project/nbdime,2021-10-25 23:22:53.000,141.0,241415.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,681023.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-10-26 00:11:36.407,,44483.0,,,,,,,,,,,,
44,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-07-28 00:45:28.000000,2022-06-12 04:14:20,285.0,,258.0,51.0,74.0,105.0,40.0,1585.0,2022-06-12 04:51:46.000,0.4.1,,101821.0,18.0,3623.0,3554.0,53.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,69.0,99398.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,181729.0,1.0,,,,,,,,,,,,,,,,,,,,,,
45,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,28,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-10-31 17:49:20.360000,2021-03-31 14:20:34,1174.0,,2485.0,20.0,322.0,31.0,245.0,12417.0,2022-10-24 08:13:08.537,3.5.0,,84750.0,190.0,5.0,,11.0,,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2022-10-31 17:49:20.360,5.0,84750.0,,,,,,,,,,,,
46,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,28,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-10-31 17:52:18.718000,2021-08-10 23:33:21,523.0,,2485.0,31.0,63.0,64.0,51.0,12417.0,2022-10-24 08:15:50.999,5.5.0,,90380.0,181.0,14.0,,14.0,,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2022-10-31 17:52:18.718,14.0,90380.0,,,,,,,,,,,,
47,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,28,False,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2022-10-29 13:12:23.000000,2021-05-06 12:01:05,264.0,,857.0,275.0,93.0,78.0,76.0,7025.0,2019-07-24 15:57:06.000,1.0.0,,313356.0,4.0,150.0,146.0,28.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,313356.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,
48,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,28,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-08-19 08:14:48.000000,2022-07-26 13:21:25,974.0,,225.0,53.0,116.0,172.0,128.0,1798.0,2019-07-07 19:46:13.862,0.5.2,,71537.0,48.0,936.0,883.0,41.0,https://pypi.org/project/ipyvolume,2021-10-29 20:42:04.000,50.0,63597.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,390221.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2021-10-29 20:42:48.194,3.0,2285.0,widgetti/ipyvolume,,,,,,,,,,,
49,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,28,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2022-10-31 16:26:37.000000,2022-10-31 16:26:37,1214.0,2.0,408.0,52.0,372.0,148.0,283.0,1175.0,2022-05-02 22:18:06.000,0.20.0,,38183.0,50.0,275.0,255.0,58.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,20.0,37277.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,57138.0,1.0,,,,,,,,,,,,-2.0,,,,,,,,,,
50,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,28,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-10-28 07:38:24.000000,2022-10-03 16:26:09,3332.0,23.0,318.0,43.0,851.0,213.0,619.0,1144.0,2022-09-27 21:47:44.689,0.8.1,62.0,5030.0,31.0,17.0,,98.0,https://pypi.org/project/nbgrader,2022-07-06 09:43:23.000,17.0,3241.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,125274.0,2.0,,,,,,,,,,,,,,,,,,,,,,
51,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-11-03 11:03:39.000000,2022-11-03 11:03:11,7463.0,251.0,174.0,43.0,2926.0,770.0,7278.0,793.0,2022-10-12 16:44:26.000,2022.09.120,,2029.0,32.0,,,255.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2022-10-06 10:03:22.369,40596.0,2.0,,,,,,,,,,,,,,,,,,,,,,
52,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,28,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-11-03 04:35:07.000000,2022-09-13 10:25:31,9904.0,212.0,39.0,23.0,917.0,77.0,497.0,655.0,2022-07-29 06:53:21.000,1.16.0,3144.0,567.0,100.0,25.0,17.0,34.0,,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,8.0,241.0,,,,,,,,,,,,
53,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-toolbox,,widgets,28,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-11-02 16:59:52.000000,2022-11-02 16:59:50,1344.0,151.0,158.0,18.0,1526.0,61.0,219.0,597.0,2022-10-25 17:58:30.000,0.23.0,,8751.0,40.0,42.0,39.0,29.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,8751.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
54,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,28,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2022-10-03 20:22:08.000000,2022-06-22 16:00:22,584.0,,134.0,27.0,127.0,57.0,88.0,204.0,2022-06-22 16:01:33.000,6.4.4,66.0,3437002.0,20.0,77.0,,59.0,https://pypi.org/project/jupyter-console,2022-06-22 16:01:27.000,77.0,3401372.0,https://anaconda.org/conda-forge/jupyter_console,2022-06-23 05:16:34.737,2814177.0,2.0,,,,,,,,,,,,,,,,,,,,,,
55,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,27,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-02 16:27:28.702000,2020-04-07 18:56:49,405.0,,412.0,90.0,103.0,171.0,125.0,2898.0,2020-04-07 16:43:54.000,1.3.1,,85580.0,73.0,83.0,,30.0,https://pypi.org/project/qgrid,2020-04-07 16:43:54.000,82.0,78358.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,365697.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,1.0,807.0,,,,,,,,,,,,
56,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,27,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,2157.0,,162.0,41.0,374.0,164.0,260.0,1024.0,2021-02-01 03:34:36.000,1.1.19,,10071.0,92.0,271.0,242.0,33.0,https://pypi.org/project/pixiedust,2021-02-01 03:34:36.000,29.0,8937.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,40824.0,2.0,,,,,,,,,,,,,,,,,,,,,,
57,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,27,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,2055.0,1.0,255.0,83.0,1293.0,228.0,667.0,978.0,2022-09-02 21:15:20.926,1.2.1,,94821.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,2020-03-25 23:36:46.000,12.0,94821.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
58,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-10-21 14:50:31.000000,2022-10-21 14:50:27,161.0,5.0,213.0,35.0,38.0,46.0,23.0,828.0,2022-04-01 20:13:44.000,0.4.2,77.0,414690.0,14.0,2034.0,1995.0,10.0,https://pypi.org/project/jupyter-dash,2022-04-01 20:05:08.000,39.0,392859.0,https://anaconda.org/conda-forge/jupyter-dash,2022-04-02 17:05:39.218,231295.0,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,12192.0,,,,,,,,,,,,
59,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,27,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-11-01 08:56:28.000000,2022-11-01 08:56:24,644.0,16.0,283.0,25.0,212.0,18.0,239.0,436.0,2021-07-22 10:16:21.000,12.1.0,,10921.0,16.0,161.0,135.0,66.0,https://pypi.org/project/dockerspawner,2021-07-22 10:16:21.000,26.0,10620.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,14489.0,2.0,,,,,,,,,,,,,,,,,,,,,,
60,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,27,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2022-10-24 14:20:57.000000,2022-09-17 19:29:50,457.0,11.0,44.0,10.0,91.0,37.0,63.0,388.0,2020-07-30 10:58:32.000,0.9.6,,105966.0,19.0,1950.0,1747.0,31.0,https://pypi.org/project/nbval,2020-07-30 10:58:32.000,203.0,102215.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,251340.0,2.0,,,,,,,,,,,,,,,,,,,,,,
61,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,27,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-10-04 05:05:24.000000,2022-09-23 04:46:09,7579.0,1.0,32.0,7.0,64.0,60.0,1367.0,233.0,2022-08-09 15:38:02.363,0.23.4,,4244.0,163.0,3026.0,2993.0,36.0,https://pypi.org/project/sos-notebook,2022-04-09 05:07:36.000,33.0,1548.0,https://anaconda.org/conda-forge/sos,2022-06-22 20:53:41.164,126718.0,2.0,,,,,,,,,,,,,,,,,,,,,,
62,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2022-09-14 19:47:38.000000,2022-05-21 19:17:40,690.0,,325.0,86.0,258.0,66.0,159.0,4268.0,2022-02-19 00:48:20.000,0.5.1,,26180.0,18.0,120.0,120.0,20.0,https://pypi.org/project/lux-api,2022-02-19 00:46:49.000,,25113.0,https://anaconda.org/conda-forge/lux-api,2022-02-22 06:05:22.978,10579.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,,564.0,,,,,,,,,,,,
63,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,26,True,ipyregulartable,jpmorganchase/ipyregulartable,conda-forge/ipyregulartable,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-09-26 14:23:48.000000,2022-09-26 14:23:48,176.0,11.0,867.0,5.0,61.0,12.0,15.0,2619.0,2022-09-24 16:00:47.625,0.2.1,,72196.0,107.0,96.0,11.0,5.0,https://pypi.org/project/ipyregulartable,2021-01-08 04:41:11.000,2.0,174.0,https://anaconda.org/conda-forge/ipyregulartable,2022-09-24 21:00:28.551,3325.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-09-02 18:36:45.441,83.0,71884.0,,,,,,,,,,,,
64,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,26,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-10-28 18:11:50.000000,2022-10-28 18:11:50,242.0,127.0,64.0,24.0,354.0,97.0,123.0,472.0,2022-09-22 05:48:02.850,0.32.3,66.0,17726.0,84.0,14.0,,25.0,https://pypi.org/project/itkwidgets,2022-06-16 15:50:05.000,14.0,10552.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,295244.0,2.0,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2022-09-22 05:48:02.850,,1023.0,,,,,,,,,,,,
65,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-11-03 11:16:24.000000,2022-11-03 10:39:53,819.0,16.0,122.0,17.0,193.0,73.0,97.0,258.0,2022-09-08 00:30:02.343,3.2.2,,146758.0,28.0,109.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,2022-01-24 23:18:09.000,105.0,113286.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,1118845.0,2.0,,,,,,@jupyterlab/server-proxy,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-09-08 00:27:55.674,,8609.0,,1.0,,,,,,,,,,
66,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,26,True,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-10-14 17:28:05.000000,2022-06-25 19:26:22,372.0,,53.0,21.0,87.0,41.0,83.0,158.0,2022-06-25 19:39:15.000,0.4.0,,143950.0,20.0,136.0,,25.0,https://pypi.org/project/jupyter_sphinx,2022-06-25 19:39:15.000,136.0,141449.0,https://anaconda.org/conda-forge/jupyter_sphinx,2022-06-25 22:24:01.026,170123.0,2.0,,,,,,,,,,,,,,,,,,,,,,
67,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,25,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-09-24 12:43:09.322000,2022-09-23 17:10:08,274.0,4.0,867.0,3.0,75.0,3.0,16.0,2619.0,2022-09-23 17:20:12.220,0.3.7,,72430.0,107.0,97.0,13.0,3.0,https://pypi.org/project/ipydagred3,2022-05-06 22:43:10.000,1.0,98.0,https://anaconda.org/conda-forge/ipydagred3,2022-09-24 12:43:09.322,13465.0,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-09-02 18:36:45.441,83.0,71884.0,,,,,,,,,,,,
68,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,25,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-10-25 17:37:15.000000,2022-10-24 17:51:04,2016.0,10.0,835.0,90.0,885.0,27.0,284.0,2195.0,2022-10-19 13:41:37.000,7bc7dc4a89b73e0de1420b2f15f154152f1e0f36da029cda4676155fe10c1603,,2126.0,86.0,,,146.0,,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-10-19 12:52:23.818674,164.0,193531.0,,,,,,,,,,,,,,,,,
69,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-11-01 10:05:52.000000,2022-10-31 09:59:33,1424.0,12.0,499.0,92.0,445.0,167.0,404.0,2053.0,,,,22586.0,,8.0,8.0,91.0,,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-08-22 11:29:43.791515,29.0,2778163.0,,,,,,,,,,,,,,,,,
70,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,25,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-11-03 10:02:58.000000,2022-11-03 10:02:52,592.0,3.0,288.0,60.0,139.0,57.0,511.0,1577.0,2022-11-03 10:05:23.000,1.3.1,,14991.0,18.0,,,42.0,,,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,94909.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-11-01 13:14:21.752405,46.0,1464733.0,,,,,,,3.0,,IRkernel,,,,,,,,
71,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,25,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-11-02 11:22:53.000000,2022-10-24 08:19:59,1065.0,49.0,230.0,62.0,707.0,111.0,198.0,1466.0,2022-08-15 19:45:01.000,0.13.1,1340.0,189.0,39.0,,,37.0,,,,,,,,1.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-08-16 14:22:00.573334,6.0,15033.0,,,,,,,,,,,,,,,,,
72,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,25,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-08-09 16:57:34.000000,2022-08-09 16:57:34,1131.0,4.0,79.0,18.0,114.0,29.0,114.0,292.0,2022-08-08 15:45:21.990,0.29.2,46.0,80049.0,94.0,75.0,,31.0,https://pypi.org/project/metakernel,2022-03-29 15:39:38.000,75.0,72019.0,https://anaconda.org/conda-forge/metakernel,2022-08-09 13:33:11.047,634133.0,1.0,,,,,,,,,,,,,,,,,,,,,,
73,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,25,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-10-25 00:39:26.000000,2022-10-25 00:39:25,406.0,20.0,49.0,14.0,129.0,12.0,30.0,59.0,2022-08-25 15:33:01.697,0.12.3,35.0,313298.0,39.0,51.0,,30.0,https://pypi.org/project/jupyter-packaging,2022-06-20 14:32:05.000,51.0,301689.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-08-25 23:51:15.963,348242.0,3.0,,,,,,,,,,,,,,,,,,,,,,
74,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,24,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-10-27 07:18:58.000000,2022-08-17 07:13:17,1013.0,23.0,701.0,181.0,384.0,125.0,167.0,5209.0,2022-04-20 02:55:58.000,0.9.1,,328.0,31.0,1.0,,69.0,https://pypi.org/project/knowledge-repo,2022-04-20 02:55:58.000,1.0,328.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
75,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,24,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-09-16 03:48:49.000000,2022-09-16 03:48:49,1206.0,6.0,796.0,43.0,326.0,,328.0,3440.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,137.0,137.0,55.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
76,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-11-02 07:37:18.000000,2022-11-02 07:37:18,2848.0,126.0,357.0,75.0,913.0,217.0,453.0,2209.0,2018-11-07 17:41:58.000,0.1.0,,40.0,1.0,6.0,6.0,88.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,40.0,,,,2.0,,,,,,,,,,,,,,,binderhub,,,,,,,
