,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,cran_id,gem_id,hex_id,bitbucket_id
278,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,10,False,,jtpio/jupyterlab-python-bytecode,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2022-07-20 11:11:29.000000,2020-10-16 21:38:08,114.0,,6.0,2.0,44.0,2.0,3.0,59.0,2020-03-12 15:14:07.198,1.0.0,,42.0,12.0,,,2.0,,,,,,,,3.0,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198,,42.0,,,,,,,,,,,,,,,,
279,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,10,False,ipyp5,jtpio/ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2022-06-22 05:18:52.000000,2020-10-16 21:38:41,60.0,,5.0,4.0,18.0,5.0,,33.0,2019-07-06 21:45:12.000,0.1.1,,16.0,2.0,,,2.0,https://pypi.org/project/ipyp5,2019-07-06 21:45:12.000,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
280,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,10,False,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2020-03-27 22:25:50.000000,2020-03-27 22:23:51,40.0,,10.0,4.0,8.0,2.0,10.0,17.0,2020-03-27 22:25:50.000,1.0.2,,212.0,7.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,2020-03-27 22:25:50.000,1.0,212.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
281,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,False,,jtpio/jupyterlab-theme-toggle,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2022-07-07 11:06:38.000000,2021-06-16 11:42:31,48.0,,3.0,1.0,16.0,2.0,1.0,11.0,2020-11-06 21:10:33.532,0.6.1,,1453.0,7.0,2.0,2.0,2.0,,,,,,,,3.0,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,2020-11-06 21:10:33.532,,1453.0,,,,,,,,,,,,,,,,
282,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,10,False,ssh-ipykernel,bernhard-42/ssh_ipykernel,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2022-07-20 05:47:05.000000,2021-06-28 15:17:55,81.0,,2.0,2.0,18.0,,,8.0,2021-06-28 15:15:13.000,1.2.3,,671.0,12.0,1.0,,2.0,https://pypi.org/project/ssh-ipykernel,2021-06-28 15:15:13.000,1.0,647.0,,,,3.0,,interrupt-ipykernel-extension,https://www.npmjs.com/package/interrupt-ipykernel-extension,2020-05-07 15:53:36.321,,24.0,,,,,,,,,,,,,,,,
283,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,False,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,40.0,,3.0,10.0,5.0,,,4.0,2021-03-09 21:29:56.000,0.4.1,,52.0,6.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,2021-03-09 21:29:56.000,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
284,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,9,False,,line/jnotebook_reader,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-07-01 06:09:06.000000,2022-07-01 06:09:06,14.0,2.0,15.0,13.0,13.0,,3.0,99.0,2021-02-10 02:34:21.000,1.0.2,,,3.0,,,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
285,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,9,False,jupyter_helpers,krassowski/jupyter-helpers,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,27.0,,3.0,3.0,1.0,3.0,2.0,40.0,2021-02-10 16:37:32.000,0.2.3,,127.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,2021-02-10 16:37:32.000,,127.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
286,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,9,False,jupyterhub-yarnspawner,jupyterhub/yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2021-11-17 00:47:27.479000,2019-07-16 16:58:16,37.0,,9.0,6.0,12.0,5.0,4.0,18.0,,,,720.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,,,49.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2021-11-17 00:47:27.479,28184.0,3.0,,,,,,,,,,,,,,,,,,,,,,
287,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,8,False,,kenshohara/theme-nord-extension,,https://github.com/kenshohara/theme-nord-extension,BSD-3-Clause,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,13.0,,1.0,,3.0,5.0,4.0,24.0,2020-09-20 07:58:25.186,2.2.5,,24.0,7.0,,,1.0,,,,,,,,3.0,,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,2020-09-20 07:58:25.186,,24.0,,,,,,,,,,,,,,,,
288,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,False,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,21.0,,5.0,2.0,7.0,3.0,2.0,10.0,2019-07-01 16:04:40.000,0.2.0,,80.0,2.0,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,2019-07-01 16:04:40.000,,80.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
289,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,False,,manuzhang/jupyterlab_spark,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,21.0,,2.0,3.0,11.0,2.0,3.0,9.0,2021-09-05 07:10:44.275,0.4.0,,66.0,4.0,,,2.0,,,,,,,,3.0,,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,2021-09-05 07:10:44.275,,66.0,,,,,,,,,,,,,,,,
290,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,False,jupyterlab-executor,gavincyi/jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,40.0,,,2.0,4.0,,1.0,5.0,2021-03-24 21:39:03.790,2021.1.6,3.0,103.0,4.0,,,2.0,https://pypi.org/project/jupyterlab-executor,2021-03-24 21:26:53.000,,92.0,,,,3.0,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,2021-03-24 21:39:03.790,,11.0,,,,,,,,,,,,,,,,
291,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,8,False,jhub-authenticators,ucphhpc/jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2022-04-15 09:56:22.000000,2022-04-15 09:25:13,213.0,,1.0,2.0,,,,1.0,2022-04-15 09:56:22.000,0.3.7,,48.0,16.0,2.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,2022-04-15 09:56:22.000,1.0,48.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
292,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,7,True,,drillan/jupyter-black,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,10.0,,19.0,4.0,3.0,10.0,12.0,402.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
293,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,7,False,,asvcode/Vision_UI,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,112.0,,32.0,13.0,2.0,1.0,2.0,250.0,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
294,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,False,jupyterterminals,willkessler/jupyterterminals,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2022-06-27 21:32:05.000000,2021-05-17 04:32:02,47.0,,2.0,2.0,11.0,,1.0,8.0,2020-04-28 05:56:20.000,0.1.2,,25.0,2.0,1.0,1.0,2.0,https://pypi.org/project/jupyterterminals,2020-04-28 05:56:20.000,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
295,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isnt a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,6,False,,Invictify/Jupter-Notebook-REST-API,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-07-06 20:33:55.000000,2020-03-31 23:00:06,2.0,,4.0,3.0,14.0,,,50.0,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
296,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,4,False,,nteract/kernel-relay,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2022-06-02 21:07:15.000000,2019-07-10 04:14:14,12.0,,5.0,12.0,26.0,10.0,2.0,11.0,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
297,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,4,False,,andreas-h/sshauthenticator,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,4.0,,1.0,2.0,,,,6.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
